held_out_source,n_train,n_test,dominant_chemistry,dominant_chem_pct,r2,rmse,mae,mape,fit_time_s
BL_ISU_ILCC,13694,16203,NMC,100.0,0.6704121828079224,13.073918804447022,11.409448623657227,55806892.0,0.1
