epoch,train_loss,val_loss,epoch_time_s
1,0.5587667840878368,0.74941322215075,160.72
2,0.48144304169695706,0.928498842120636,160.05
3,0.46281390518998,1.2196896493357101,159.68
4,0.455689803157751,0.6954920137746636,159.87
5,0.45167350592444067,0.7202355035835535,159.86
6,0.4495736658182445,0.82609093699588,159.63
7,0.44836102562532115,1.0083615352681494,159.86
8,0.44515027876523294,1.1708343983350549,159.63
9,0.44376668883045256,0.8988530707439782,159.96
10,0.44097571390408985,0.6960250692454484,159.84
11,0.4377266042121816,0.7133702421912508,160.29
12,0.43587819960002805,0.6983777625765801,160.24
13,0.4339393115255936,0.6922917900240623,160.11
14,0.43168405678516697,0.762207714287295,160.04
15,0.4350973917515862,0.8918258775692831,159.79
16,0.4292388872538222,0.7057834821753808,160.15
17,0.4301939124919669,0.7417878327244901,160.1
18,0.4278410998038282,0.6719670314940992,159.7
19,0.4273104966168797,0.7061262231800322,160.31
20,0.4260024408182451,0.7111053095600836,160.14
21,0.4240442850047221,0.6605022282715269,159.49
22,0.4247706939809362,0.7433158786600054,159.79
23,0.4257804727988662,0.6666920740626462,160.37
24,0.4245209600487515,0.6767867882525801,160.24
25,0.4240514280041223,0.6811116752590193,160.31
26,0.42378626280309,0.6758768168244988,160.11
27,0.42365498944198837,0.6768588985258686,159.46
28,0.42329079101496053,0.6660436664131453,159.4
29,0.42457259805233954,0.6883021523313675,160.11
30,0.4238508819976707,0.6739720727659142,160.57
31,0.42534683574757914,0.7054318324657874,159.87
