config,n_features,test_r2,test_rmse,test_mae,grade_acc
A_baseline,37,0.9987802505493164,1.309878865530894,0.6201047301292419,0.9782264041825512
B_audited,31,0.9961330890655518,2.3322960273550843,1.2914005517959595,0.960384752167887
