chemistry,n_train,n_val,n_test,submodel_r2,submodel_rmse,submodel_mae,submodel_grade_acc,fit_time_s,n,global_r2,global_rmse,global_mae,global_grade_acc,global_f1_macro,delta_r2,delta_rmse,delta_grade_acc
LFP,3161,731,910,0.9212502241134644,2.4117575693914275,1.7150452136993408,0.9868131868131869,0.1,54924,0.9508153200149536,1.8946039874084517,1.300690770149231,0.9794807370184254,0.5495413502262791,-0.029565095901489258,0.5171535819829758,0.007332449794761442
NMC,15179,3790,3515,0.9766958355903625,5.1722666427902855,3.889033555984497,0.8992887624466572,0.1,209743,0.9978119134902954,1.5986526478706065,0.9977018237113952,0.9645280176215656,0.9440402599688648,-0.02111607789993286,3.573613994919679,-0.06523925517490836
